Patient,MAGEA9,MAGEA10,MAGEA4,MAGEA8,MAGEA2B,MAGEA13P,MAGEA11,MAGEA6,MAGEA1,MAGEA12,MAGEA3,MAGEA7P,MAGEA4-AS1,MAGEA8-AS1,MAGEA5,MAGEA10-MAGEA5,MAGEA9B,MAGEA2
TCGA-A7-A13D-01A-13R-A12P-07,0,3,6,3,0,0,11,4,0,0,0,0,0,0,3,1,0,0
TCGA-AR-A24V-01A-21R-A169-07,0,0,0,5,0,0,1,0,1,6,1,0,0,1,0,0,0,0
TCGA-D8-A140-01A-11R-A115-07,0,0,0,7,0,0,1,0,1,1,45,0,0,2,0,0,0,0
TCGA-C8-A12P-01A-11R-A115-07,0,1,20,14,0,0,2,262,78,78,231,0,0,4,0,1,2,2
TCGA-AN-A0XV-01A-11R-A109-07,0,0,0,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0
TCGA-A2-A1FX-01A-11R-A13Q-07,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
TCGA-E2-A105-01A-11R-A10J-07,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0
TCGA-A7-A26I-01A-11R-A169-07,8,4,5,70,0,3,8,0,7,8,6,0,1,20,0,2,223,0
TCGA-D8-A1XW-01A-11R-A14M-07,0,0,0,23,0,0,0,0,0,2,0,0,0,10,0,1,0,0
TCGA-AR-A0TP-01A-11R-A084-07,0,0,0,13,0,0,0,4,15,4,2,0,0,2,0,1,0,0
TCGA-C8-A26V-01A-11R-A16F-07,0,0,0,9,0,0,6,0,0,0,0,0,0,3,0,0,0,0
TCGA-BH-A1FJ-11B-42R-A13Q-07,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TCGA-AO-A0J4-01A-11R-A034-07,24,0,0,8,0,2,9,0,1,0,0,0,0,2,0,0,7,0
TCGA-A2-A0CM-01A-31R-A034-07,1,0,0,9,0,0,16,0,0,0,0,0,0,2,0,0,1,0
TCGA-D8-A1X5-01A-11R-A14D-07,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0
TCGA-AN-A0AR-01A-11R-A00Z-07,0,3672,9776,738,10,1,85,3868,193,2320,5086,0,297,41,28,53,37,12
TCGA-B6-A0WW-01A-11R-A109-07,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
TCGA-E2-A158-11A-22R-A12D-07,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
TCGA-A7-A0DB-01C-02R-A277-07,0,1,0,7,1,0,0,0,3,0,0,0,0,4,0,0,0,0
TCGA-BH-A0BP-01A-11R-A115-07,0,0,0,10,0,0,1,0,0,0,0,0,0,2,0,4,0,0
TCGA-A2-A3XS-01A-11R-A22U-07,1,7,3,5,0,0,5,0,0,0,7,0,0,2,3,14,2,0
TCGA-E9-A1ND-01A-11R-A144-07,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0
TCGA-E2-A109-01A-11R-A10J-07,0,0,0,3046,0,0,4,1,2,6,3,0,0,53,0,0,0,0
TCGA-AN-A03Y-01A-21R-A00Z-07,0,2,34,16,0,0,57,3,0,2,0,0,1,12,1,0,0,0
TCGA-GM-A2DA-01A-11R-A18M-07,0,0,0,0,0,0,1,56,18,74,24,0,0,0,0,0,0,0
TCGA-AR-A0TR-01A-11R-A084-07,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0
TCGA-OL-A5D6-01A-21R-A27Q-07,0,2,1,1,0,0,3,0,0,215,0,1,0,0,0,0,0,0
TCGA-A2-A0YG-01A-21R-A109-07,0,0,0,3,0,0,0,0,8,0,0,0,0,1,0,0,0,0
TCGA-EW-A1IZ-01A-11R-A13Q-07,0,0,0,2,0,0,6,0,4,3,0,0,0,1,0,0,1,0
TCGA-E9-A1RF-11A-32R-A157-07,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,0,0
TCGA-A7-A6VY-01A-12R-A33J-07,0,4,0,8,0,0,8,2,0,0,5,0,0,5,3,3,0,0
TCGA-A2-A25F-01A-11R-A169-07,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0
TCGA-E2-A15D-01A-11R-A115-07,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0
TCGA-OL-A5D7-01A-11R-A27Q-07,0,0,0,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0
TCGA-AQ-A04J-01A-02R-A034-07,0,6,54,2,0,0,2,1,0,0,5,1,6,0,1,7,3,0
TCGA-AO-A1KR-01A-12R-A144-07,0,8,6,2,0,0,5,8,0,0,5,0,0,6,0,2,0,0
TCGA-C8-A12N-01A-11R-A115-07,0,0,0,1,0,0,8,0,0,2,0,0,0,0,0,0,0,0
TCGA-LL-A5YO-01A-21R-A28M-07,0,1,105,0,0,0,3,0,0,4,0,0,0,0,1,5,0,0
TCGA-A2-A1FZ-01A-51R-A14D-07,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-C8-A12U-01A-11R-A115-07,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
TCGA-AR-A1AQ-01A-11R-A12P-07,0,0,6,5,0,0,0,0,0,0,0,2,0,0,3,2,0,0
TCGA-A7-A6VW-01A-21R-A33J-07,0,1,2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
TCGA-A2-A0SW-01A-11R-A084-07,0,1,1,1,0,1,2,1,1550,3,0,0,0,0,0,0,0,0
TCGA-A2-A4S3-01A-21R-A266-07,0,37,1,3475,6,0,1,3724,604,2161,1525,1,0,47,0,0,0,11
TCGA-C8-A12Z-01A-11R-A115-07,0,0,8,12,0,0,0,0,0,0,0,0,0,3,2,0,0,0
TCGA-E9-A228-01A-31R-A157-07,0,0,0,16,0,0,0,15,6380,0,31,0,0,4,0,0,1,0
TCGA-E9-A247-01A-11R-A169-07,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TCGA-D8-A1JJ-01A-31R-A14M-07,0,0,2,4,0,0,1,0,7,0,0,0,0,1,1,3,0,0
TCGA-D8-A1XB-01A-11R-A14D-07,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TCGA-B6-A0X5-01A-21R-A109-07,0,0,0,0,0,0,0,7,1,3,10,0,0,0,0,0,0,0
TCGA-BH-A1FD-01A-11R-A13Q-07,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A0BS-11A-11R-A12P-07,0,0,7,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0
TCGA-GM-A2DF-01A-11R-A180-07,0,0,591,1,0,0,0,0,0,2,1,0,28,1,0,0,0,0
TCGA-BH-A0BZ-11A-61R-A12P-07,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A0BW-01A-11R-A115-07,11,1700,7961,170,21,0,58,3640,37,2357,4174,1,166,4,30,37,6,24
TCGA-A2-A25B-01A-11R-A169-07,0,0,0,3,0,0,3,0,2,1,0,0,0,1,0,0,0,0
TCGA-BH-A1FE-06A-11R-A213-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-A7-A6VV-01A-22R-A33J-07,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TCGA-AN-A0FF-01A-11R-A034-07,1,0,0,5,0,0,1,0,760,0,0,0,0,2,0,0,0,0
TCGA-A2-A3XW-01A-11R-A239-07,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0
TCGA-A2-A3XT-01A-11R-A22U-07,0,2,1,16,0,0,1,407,12,20,950,0,0,4,2,2,0,0
TCGA-A2-A0ET-01A-31R-A034-07,0,1,0,7,0,0,0,0,2,67,0,0,0,4,0,0,0,0
TCGA-BH-A1FB-11A-33R-A13Q-07,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0
TCGA-A2-A1G0-01A-11R-A13Q-07,0,1,0,7,0,0,6,0,1,1,0,1,0,1,0,0,0,0
TCGA-D8-A1Y3-01A-11R-A157-07,0,0,2,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0
TCGA-BH-A5J0-01A-11R-A27Q-07,144,0,0,9,0,0,2,0,108,0,1,1,0,1,0,0,12,0
TCGA-E2-A1B1-01A-21R-A12P-07,0,1,0,3,0,0,1,0,0,0,0,0,0,12,0,0,1,0
TCGA-C8-A1HN-01A-11R-A137-07,0,2,442,4,1,0,3,4122,991,42,5399,0,26,0,0,0,1,5
TCGA-B6-A0RT-01A-21R-A084-07,0,1,7,7,0,0,1,1,0,2,0,0,0,1,5,6,0,0
TCGA-C8-A12M-01A-11R-A115-07,0,0,0,10,0,0,0,2,0,0,1,0,0,3,0,1,0,0
TCGA-BH-A1F8-11B-21R-A13Q-07,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-A7-A6VX-01A-12R-A33J-07,0,0,0,24,0,0,0,0,0,0,1,0,1,4,0,0,1,0
TCGA-BH-A0BQ-11A-33R-A115-07,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0
TCGA-A2-A1FW-01A-11R-A13Q-07,0,0,1,41,0,0,0,0,4,0,0,0,0,31,0,0,0,0
TCGA-D8-A27K-01A-11R-A16F-07,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,0
TCGA-BH-A0BF-01A-21R-A12P-07,0,1,11,1,0,0,1,0,0,2,0,0,1,0,3,14,0,0
TCGA-LD-A9QF-01A-32R-A41B-07,0,1,1,1,0,0,3,1,0,1,0,0,0,0,0,2,0,0
TCGA-E2-A14S-01A-11R-A12D-07,0,0,0,9,0,0,15,0,0,0,0,0,0,6,0,0,0,0
TCGA-E2-A574-01A-11R-A29R-07,0,2,184,0,1,0,42,2514,5,2133,2489,0,21,0,0,1,80,6
TCGA-GM-A2DK-01A-21R-A180-07,0,0,0,1,0,0,5,0,9,0,0,0,0,0,0,0,0,0
TCGA-AO-A03M-01B-11R-A10J-07,0,3,15,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
TCGA-BH-A1F6-01A-11R-A13Q-07,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0
TCGA-B6-A0WY-01A-11R-A109-07,0,0,2,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0
TCGA-BH-A0BL-01A-11R-A115-07,0,0,4548,3,0,0,9,0,0,0,0,0,132,0,1,4,0,0
TCGA-A2-A0EY-01A-11R-A034-07,0,2,32,54,1,0,5,68,8,721,807,2,0,21,0,6,0,4
TCGA-A2-A0T2-01A-11R-A084-07,9,20,18334,5,0,0,2,1105,3,33,3561,0,295,1,2,7,596,0
TCGA-EW-A6S9-01A-22R-A33J-07,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-D8-A1X6-01A-11R-A14M-07,0,0,0,3,0,0,1,0,1,0,0,0,1,2,0,0,0,0
TCGA-E9-A1N6-01A-11R-A144-07,0,0,0,2,0,0,1,0,239,1,0,0,0,0,0,0,0,0
TCGA-E2-A1L6-01A-11R-A13Q-07,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0
TCGA-E2-A1LB-01A-11R-A144-07,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A1LB-11A-22R-A144-07,0,0,5,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0
TCGA-BH-A1ES-06A-12R-A24H-07,0,383,2,1,0,0,4,6,0,1,18,0,2,0,3,18,0,0
TCGA-BH-A1ES-01A-11R-A137-07,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TCGA-E9-A1R5-01A-11R-A14M-07,0,1,3,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0
TCGA-E2-A15S-01A-11R-A115-07,0,0,0,39,0,0,0,0,0,0,0,0,0,22,0,0,0,0
TCGA-C8-A26X-01A-31R-A16F-07,0,0,1,2,0,0,0,0,58,3,8,0,0,0,0,0,0,0
TCGA-AO-A12C-01A-11R-A10J-07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A1IF-01A-11R-A144-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-B6-A0RG-01A-11R-A056-07,0,1,32,20,0,0,27,217,24,44,1321,0,0,5,0,0,0,0
TCGA-E2-A14N-01A-31R-A137-07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TCGA-E2-A10C-01A-21R-A10J-07,0,0,2,6,0,0,2,238,151,78,123,1,0,3,0,0,0,0
TCGA-AN-A04C-01A-21R-A034-07,10,5,16,5,0,0,13,1,2,0,2,0,6,5,2,3,13,0
TCGA-C8-A12W-01A-11R-A115-07,0,0,4,2,0,0,0,3331,397,97,4010,0,0,0,0,0,0,6
TCGA-BH-A18N-01A-11R-A12D-07,0,0,0,6,0,0,7,0,0,0,0,0,0,7,0,0,0,0
TCGA-A7-A0CE-11A-21R-A089-07,0,0,5,5,0,0,6,1,2,0,0,0,0,2,0,0,0,0
TCGA-C8-A12K-01A-21R-A115-07,0,0,3,1,0,0,0,753,0,1,57,0,0,0,1,0,0,0
TCGA-A7-A13G-01A-11R-A13Q-07,0,0,1,49,0,0,0,0,0,2,0,0,1,23,0,0,0,0
TCGA-A7-A13G-01B-04R-A22O-07,0,0,0,109,0,0,0,0,0,0,0,3,0,21,1,0,0,0
TCGA-E2-A1II-01A-11R-A144-07,0,2,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0
TCGA-D8-A1JC-01A-11R-A13Q-07,0,132,1,13,8,0,10,5633,816,463,6089,0,1,0,0,0,0,26
TCGA-AO-A0JC-01A-11R-A056-07,0,0,17,31,1,0,24,5,7,3,10,1,0,9,0,0,0,0
TCGA-BH-A0DX-01A-11R-A115-07,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TCGA-C8-A1HF-01A-11R-A137-07,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0
TCGA-B6-A0I6-01A-11R-A034-07,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-A2-A3XU-01A-12R-A22U-07,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
TCGA-AN-A0XT-01A-11R-A109-07,0,0,0,41,0,0,0,0,32,0,0,0,0,0,0,0,0,0
TCGA-C8-A1HJ-01A-11R-A13Q-07,4,2,8166,1,1,0,6,2,0,0,3075,0,1212,0,2,1,884,9
TCGA-D8-A1JM-01A-11R-A13Q-07,0,0,0,6,0,0,5,0,0,0,0,0,0,1,0,0,0,0
TCGA-B6-A0I8-01A-11R-A034-07,0,0,7,26,0,0,3,2,23,319,899,0,0,4,0,0,72,0
TCGA-BH-A1EY-01A-11R-A13Q-07,0,0,0,5,0,0,0,0,1,0,0,0,0,3,0,0,0,0
TCGA-BH-A204-11A-53R-A157-07,0,1,0,2,0,0,1,7,0,10,6,0,0,3,1,2,0,0
TCGA-AN-A0AT-01A-11R-A034-07,0,837,4975,4,12,0,272,6541,752,5275,7217,0,125,1,6,6,0,19
TCGA-A2-A0T3-01A-21R-A115-07,0,0,0,12,0,0,0,0,0,0,0,0,0,3,1,0,0,0
TCGA-E2-A15E-01A-11R-A12D-07,0,0,0,8,0,0,31,7,813,2,713,0,0,0,0,0,0,0
TCGA-A1-A0SQ-01A-21R-A144-07,0,0,0,2,0,0,0,2,12,1,0,0,0,2,0,0,0,0
TCGA-E2-A15E-06A-11R-A12D-07,0,0,1,5,0,0,171,6,21,9,1189,0,1,1,0,0,0,0
TCGA-EW-A1P3-01A-11R-A144-07,0,0,0,2,0,0,3,0,12,0,0,0,0,0,0,0,0,0
TCGA-D8-A1XG-01A-11R-A14D-07,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-E9-A1RE-01A-11R-A157-07,0,0,0,44,0,0,2,0,0,1,0,0,0,47,0,0,0,0
TCGA-BH-A0B7-01A-12R-A115-07,0,9,77,1,4,0,2,3930,61,3022,4714,0,6,1,0,0,0,13
TCGA-B6-A0RN-01A-12R-A084-07,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-BH-A0EA-01A-11R-A115-07,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0
TCGA-BH-A0BG-01A-11R-A115-07,9,1302,10681,43,12,0,339,3859,89,2230,4312,0,181,0,16,15,27,32
TCGA-B6-A409-01A-11R-A24H-07,234,36,4002,0,0,0,3,9,0,0,0,0,423,0,3,2,298,0
TCGA-E9-A248-01A-11R-A169-07,18,670,8436,1944,13,0,569,4074,432,2303,4716,0,190,28,0,6,591,9
TCGA-BH-A0AZ-01A-21R-A12P-07,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-BH-A1FH-01A-12R-A13Q-07,0,0,0,7,0,0,2,0,0,0,0,1,0,0,0,0,0,0
TCGA-AN-A0FX-01A-11R-A034-07,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0
TCGA-B6-A0X1-01A-11R-A109-07,0,7,1237,3,0,0,0,4,0,32,173,1,104,0,1,0,0,0
TCGA-AN-A0XO-01A-11R-A109-07,0,1,3,6,0,0,1,0,4443,2,2,0,0,3,0,2,0,0
TCGA-A2-A0CZ-01A-11R-A034-07,0,0,0,1,0,0,0,0,57,1,1,0,0,1,0,0,0,0
TCGA-A2-A0SX-01A-12R-A084-07,0,0,0,15,0,0,0,0,0,0,1,0,0,7,1,4,0,0
TCGA-B6-A0I5-01A-11R-A034-07,0,0,1,3,0,0,0,0,43,1,0,0,0,1,0,0,0,0
TCGA-GI-A2C9-01A-11R-A21T-07,0,2,11,12,0,0,2,24,0,70,23,0,1,7,0,1,0,0
TCGA-AR-A250-01A-31R-A169-07,0,0,1,17,0,0,1,0,5,2,1,0,0,5,0,0,0,0
TCGA-GI-A2C9-11A-22R-A21T-07,0,2,0,9,0,0,2,0,1,0,0,0,0,5,0,4,0,0
TCGA-E9-A1NG-11A-52R-A14M-07,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-EW-A1P5-01A-11R-A144-07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A15P-01A-11R-A115-07,0,0,0,4,0,0,0,0,18,1,0,0,0,0,0,0,0,0
TCGA-B6-A0RL-01A-11R-A084-07,0,0,1,5,0,0,9,0,0,0,0,0,1,7,0,0,0,0
TCGA-C8-A130-01A-31R-A115-07,0,0,18,10,0,0,5,0,13,0,0,0,0,7,0,1,0,0
TCGA-D8-A1J9-01A-11R-A13Q-07,0,0,0,19,0,0,59,0,63,0,0,2,0,8,0,0,0,0
TCGA-BH-A1FG-01A-11R-A13Q-07,0,0,0,2,0,0,38,0,0,0,0,0,0,3,0,0,0,0
TCGA-E2-A15C-01A-31R-A12D-07,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A14Z-01A-11R-A115-07,1,1,7,7,0,0,16,0,0,0,0,0,0,0,0,0,362,0
TCGA-EW-A3U0-01A-11R-A22K-07,106,1234,4050,6,0,0,7,16,2,3,72,0,200,5,1,1,113,0
TCGA-E2-A10E-01A-21R-A10J-07,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-AR-A0TY-01A-12R-A115-07,1,880,1,167,10,0,8,8369,92,679,10752,1,0,163,0,0,12,42
TCGA-E2-A1B4-01A-11R-A12P-07,0,0,0,28,0,0,0,0,4,4,0,0,0,17,0,0,0,0
TCGA-A7-A4SE-01A-11R-A266-07,0,1,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,1
TCGA-GM-A2DC-01A-11R-A18M-07,0,2,0,0,0,0,1,0,32,4,1,0,1,1,0,0,0,0
TCGA-C8-A1HG-01A-11R-A137-07,0,10,11,14,0,0,1,136,162,117,280,0,0,2,0,0,48,2
TCGA-E9-A226-01A-21R-A157-07,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,15,0
TCGA-BH-A0BO-01A-23R-A12D-07,0,0,0,7,0,0,1,0,0,0,0,0,0,3,0,0,0,0
TCGA-E9-A1R7-01A-11R-A14M-07,0,0,3,1,0,0,2,0,517,0,0,0,0,0,0,0,0,0
TCGA-E9-A1R7-11A-42R-A14M-07,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TCGA-D8-A1JB-01A-11R-A13Q-07,1,0,4,7,0,0,0,0,1,0,0,0,0,2,0,0,1,0
TCGA-A2-A25E-01A-11R-A169-07,0,0,0,1,0,0,9,0,2,0,0,0,0,3,0,0,0,0
TCGA-E2-A10A-01A-21R-A115-07,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-AQ-A04L-01B-21R-A10J-07,0,2,3,5,0,0,0,0,0,0,0,1,0,5,0,9,0,0
TCGA-A2-A25C-01A-11R-A169-07,0,0,0,8,0,0,0,1,0,1,0,0,0,3,0,0,0,0
TCGA-BH-A1EX-01A-11R-A13Q-07,0,18,1,6,0,0,0,0,2,1,0,1,0,9,15,19,0,0
TCGA-BH-A0DE-01A-11R-A115-07,0,0,0,1,0,0,0,0,6,54,2,0,0,1,0,0,0,0
TCGA-A2-A0T7-01A-21R-A084-07,0,1,0,4,0,0,1,3,341,0,2,1,0,0,1,0,0,0
TCGA-C8-A12L-01A-11R-A115-07,0,0,2,10,0,0,0,0,0,1,4,0,0,1,4,7,0,0
TCGA-AN-A0AS-01A-11R-A00Z-07,0,1,0,3,0,0,0,0,4,0,0,0,0,1,2,1,0,0
TCGA-BH-A42V-01A-11R-A24H-07,0,1,0,7,0,0,2,0,0,0,0,0,0,6,0,0,0,0
TCGA-UU-A93S-01A-21R-A41B-07,0,5,7377,0,0,0,1,9,2,0,14,0,206,0,1,5,0,0
TCGA-D8-A13Z-01A-11R-A115-07,0,0,0,5,0,0,1,0,0,0,0,0,0,6,0,0,0,0
TCGA-AR-A0TQ-01A-11R-A084-07,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0
TCGA-B6-A0I1-01A-11R-A21T-07,0,5,0,0,0,0,4,0,0,0,0,0,0,0,1,0,26,0
TCGA-D8-A1XF-01A-11R-A14D-07,0,1,1,10,0,0,6,0,0,0,0,0,1,2,0,0,0,0
TCGA-AR-A251-01A-12R-A169-07,258,1559,6,6,0,0,2,2884,0,141,178,0,1,2,6,14,32,0
TCGA-A7-A13E-01A-11R-A12P-07,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TCGA-E2-A56Z-01A-12R-A29R-07,0,0,0,0,0,0,9,0,173,3,0,0,0,0,0,0,0,0
TCGA-AN-A0XL-01A-11R-A10J-07,0,0,0,15,0,0,16,1,5,2,15,0,0,2,0,2,0,0
TCGA-D8-A145-01A-11R-A115-07,0,0,0,1,0,0,1,0,1700,0,0,0,0,2,0,0,0,0
TCGA-E9-A1R6-01A-11R-A14D-07,0,0,1,0,0,0,9,1,1,1,2,0,2,1,0,0,0,0
TCGA-AO-A12F-01A-11R-A115-07,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0
TCGA-E2-A14T-01A-11R-A115-07,0,0,0,2,0,0,0,192,72,164,295,0,0,2,0,0,0,0
TCGA-E2-A1B6-01A-31R-A12P-07,0,1,0,0,0,0,3,241,0,5,1027,0,0,1,0,2,0,0
TCGA-EW-A1OZ-01A-11R-A144-07,0,0,0,14,0,0,3,2,0,0,0,0,0,3,0,0,0,0
TCGA-PL-A8LZ-01A-31R-A36F-07,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0
TCGA-LL-A8F5-01A-11R-A36F-07,0,0,0,0,0,0,1,2664,3024,3,2505,0,1,0,0,0,0,3
TCGA-AR-A1AP-01A-11R-A12P-07,0,0,0,1,0,0,0,0,2471,1,0,0,0,0,0,0,0,0
TCGA-E9-A1RB-11A-33R-A157-07,0,0,0,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0
TCGA-AN-A0XS-01A-22R-A109-07,0,1,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0
TCGA-AC-A5XU-01A-11R-A28M-07,0,0,0,0,0,0,0,3,0,6,8,0,0,0,0,0,0,0
TCGA-AN-A0G0-01A-11R-A034-07,0,0,0,0,5,0,0,2564,0,1,2963,0,0,0,0,0,0,14
TCGA-B6-A0IG-01A-11R-A034-07,0,0,18,52,0,0,5,0,2,0,0,0,0,14,0,0,0,0
TCGA-AR-A1AU-01A-11R-A12P-07,0,1,0,14,0,0,16,0,3,0,0,0,0,6,0,0,0,0
TCGA-A2-A0T5-01A-21R-A084-07,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0
TCGA-AR-A1AY-01A-21R-A12P-07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TCGA-E2-A1L7-11A-33R-A144-07,0,0,1,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-E2-A1L7-01A-11R-A144-07,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
TCGA-AN-A0XW-01A-11R-A109-07,0,0,0,2,0,0,4,1,2,22,1,0,0,0,0,0,0,1
TCGA-E9-A1R4-01A-21R-A14D-07,0,0,0,30,0,0,26,1,5,0,0,0,0,7,0,0,0,0
TCGA-A7-A0DC-01B-04R-A22O-07,0,0,0,29,0,0,24,0,6,0,0,0,0,0,0,0,0,0
TCGA-A7-A0DC-01A-11R-A00Z-07,0,1,0,10,0,1,16,0,4,8,4,3,1,9,1,0,0,0
TCGA-A7-A0DC-11A-41R-A089-07,1,0,4,5,0,0,2,0,0,0,0,0,0,5,0,3,0,0
TCGA-GI-A2C8-11A-22R-A16F-07,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TCGA-GI-A2C8-01A-11R-A16F-07,0,0,11,3,0,0,0,0,0,1,0,0,1,2,0,0,0,0
TCGA-AO-A0JI-01A-21R-A056-07,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0
TCGA-A7-A0CD-01A-11R-A00Z-07,0,0,4,2,0,0,0,3,0,4,3,0,0,0,0,0,0,0
TCGA-C8-A1HI-01A-11R-A137-07,0,0,0,8558,0,0,0,2,303,0,0,1,0,110,0,0,1,0
TCGA-D8-A1XU-01A-11R-A14M-07,0,0,0,13,0,0,19,0,1,2,0,1,0,4,0,0,0,0
TCGA-D8-A1XR-01A-11R-A14M-07,0,0,0,6,0,0,0,0,1,0,0,0,0,6,0,0,0,0
TCGA-D8-A27R-01A-11R-A16F-07,0,447,372,514,3,0,8,7494,6091,2389,4154,1,10,16,0,2,21,14
TCGA-BH-A18L-01A-32R-A12D-07,0,0,0,7,0,0,1,287,3,0,561,0,0,2,0,0,0,0
TCGA-E9-A1R2-01A-11R-A14D-07,0,1,1,5,0,0,16,0,2,0,0,0,0,0,0,1,0,0
TCGA-C8-A134-01A-11R-A115-07,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0
TCGA-BH-A0HA-01A-11R-A12P-07,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0
TCGA-BH-A0HA-11A-31R-A12P-07,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0
TCGA-E2-A1IG-01A-11R-A144-07,0,0,0,8,0,0,0,0,3,3,0,0,0,3,0,0,0,0
TCGA-D8-A1JP-01A-11R-A13Q-07,1,1,7,13,0,0,2,0,0,0,0,0,0,7,2,7,0,0
TCGA-AR-A252-01A-11R-A169-07,273,0,0,8361,0,0,3,0,1,1,10,0,0,118,0,0,301,0
TCGA-D8-A1XL-01A-11R-A14M-07,0,0,1,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0
